Item Municipal|DESCRIÇÃO DO SERVIÇO MUNICIPAL|ALÍQUOTA|BENEFÍCIO FISCAL|SOCIEDADE|COMENTÁRIO|UF|CIDADE|Do prestador|Do tomador|Descrição
4.22|Planos de medicina de grupo ou individual e convênios para prestação de assistência médica, hospitalar, odontológica e congêneres.|2%|Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259, 264, 265, 274, 278, 301, 302 a 312; 313 a 323; 357 a 371; Lei nº 16.127/2015; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.931/2013; Lei n° 15.928/2013; Decreto nº 54.129/2013; Decreto n° 53.151/2012 arts 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008;Lei nº 16.359/2016|||SP|São Paulo|5274|9857|Planos de medicina de grupo ou individual e convênios para prestação de assistência médica, hospitalar, odontológica e congêneres.
4.23|Outros planos de saúde que se cumpram através de serviços de terceiros contratados, credenciados, cooperados ou apenas pagos pelo operador do plano mediante indicação do beneficiário.|2%|Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259, 264, 265, 274, 278, 301, 302 a 312; 313 a 323; 357 a 371; Lei nº 16.127/2015; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.931/2013; Lei n° 15.928/2013; Decreto nº 54.129/2013; Decreto n° 53.151/2012 arts 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008;Lei nº 16.359/2016|||SP|São Paulo|5312|9857|Outros planos de saúde que se cumpram através de serviços de terceiros contratados, credenciados, cooperados ou apenas pagos pelo operador do plano mediante indicação do beneficiário.
5|Serviços de medicina e assistência veterinária e congêneres.|||||SP|São Paulo|||
5.01|Medicina veterinária e zootecnia.|2%|Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259, 264, 265; 301; 302 a 312; 313 a 323; 331; art. 357 a 371; 513; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.931/2013; Lei n° 15.928/2013; Decreto nº 54.129/2013; Decreto n° 53.151/2012, art. 146; Decreto n° 53.151/2012, arts. 156 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008;Lei nº 16.359/2016|||SP|São Paulo|5380|9857|Medicina veterinária e zootecnia.
5.01|Medicina veterinária e zootecnia.|2%|Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259, 264, 265; 301; 302 a 312; 313 a 323; 331; art. 357 a 371; 513; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.931/2013; Lei n° 15.928/2013; Decreto nº 54.129/2013; Decreto n° 53.151/2012, art. 146; Decreto n° 53.151/2012, arts. 156 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008;Lei nº 16.359/2016|Decreto n° 53.151/2012, Anexo único, art. 19||SP|São Paulo|5410|9857|Medicina veterinária e zootecnia (regime especial -sociedade).
5.02|Hospitais, clínicas, ambulatórios, prontos-socorros e congêneres, na área veterinária.|2%|Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259, 264, 265; 301; 302 a 312; 313 a 323; 331; art. 357 a 371; 513; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.931/2013; Lei n° 15.928/2013; Decreto nº 54.129/2013; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n° 14.863/2008; Lei n° 14.864/2008;Lei nº 16.359/2016|||SP|São Paulo|5428|9857|Hospitais, clínicas, ambulatórios, prontos-socorros e congêneres, na área veterinária.
5.03|Laboratórios de análise na área veterinária.|2%|Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259, 264, 265; 301; 302 a 312; 313 a 323; 331; art. 357 a 371; 513; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.931/2013; Lei n° 15.928/2013; Decreto nº 54.129/2013; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n° 14.863/2008; Lei n° 14.864/2008;Lei nº 16.359/2016|||SP|São Paulo|5436|9857|Laboratórios de análise na área veterinária.
5.04|Inseminação artificial, fertilização in vitro e congêneres.|2%|Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259, 264, 265; 301; 302 a 312; 313 a 323; 331; art. 357 a 371; 513; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.931/2013; Lei n° 15.928/2013; Decreto nº 54.129/2013; Decreto n° 53.151/2012, art. 146; Decreto n° 53.151/2012, arts. 156 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008;Lei nº 16.359/2016|||SP|São Paulo|5460|9857|Inseminação artificial, fertilização in vitro e congêneres, na área veterinária.
5.05|Bancos de sangue e de órgãos e congêneres.|2%|Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259, 264, 265; 301; 302 a 312; 313 a 323; 331; art. 357 a 371; 513; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.931/2013; Lei n° 15.928/2013; Decreto nº 54.129/2013; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n° 14.863/2008; Lei n° 14.864/2008;Lei nº 16.359/2016|||SP|São Paulo|5479|9857|Bancos de sangue e de órgãos e congêneres, na área veterinária.
5.06|Coleta de sangue, leite, tecidos, sêmen, órgãos e materiais biológicos de qualquer espécie.|2%|Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259, 264, 265; 301; 302 a 312; 313 a 323; 331; art. 357 a 371; 513; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.931/2013; Lei n° 15.928/2013; Decreto nº 54.129/2013; Decreto n° 53.151/2012, art. 146; Decreto n° 53.151/2012, arts. 156 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008;Lei nº 16.359/2016|||SP|São Paulo|5495|9857|Coleta de sangue, leite, tecidos, sêmen, órgãos e materiais biológicos de qualquer espécie, na área veterinária.
5.07|Unidade de atendimento, assistência ou tratamento móvel e congêneres.|2%|Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259, 264, 265; 301; 302 a 312; 313 a 323; 331; art. 357 a 371; 513; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.931/2013; Lei n° 15.928/2013; Decreto nº 54.129/2013; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n° 14.863/2008; Lei n° 14.864/2008;Lei nº 16.359/2016|||SP|São Paulo|5517|9857|Unidade de atendimento, assistência ou tratamento móvel e congêneres, na área veterinária.
5.08|Guarda, tratamento, amestramento, embelezamento, alojamento e congêneres.|2%|Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259, 264, 265; 301; 302 a 312; 313 a 323; 331; art. 357 a 371; 513; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.931/2013; Lei n° 15.928/2013; Decreto nº 54.129/2013; Decreto n° 53.151/2012, art. 146; Decreto n° 53.151/2012, arts. 156 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008;Lei nº 16.359/2016|||SP|São Paulo|8648|9610|Guarda, tratamento, amestramento, embelezamento, alojamento e congêneres, relativos a animais.
5.09|Planos de atendimento e assistência médico-veterinária.|2%|Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259, 264, 265; 301; 302 a 312; 313 a 323; 331; art. 357 a 371; 513; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.931/2013; Lei n° 15.928/2013; Decreto nº 54.129/2013; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n° 14.863/2008; Lei nº 14.864/2008;Lei nº 16.359/2016|||SP|São Paulo|5533|9857|Planos de atendimento e assistência médico-veterinária.
6|Serviços de cuidados pessoais, estética, atividades físicas e congêneres.|||||SP|São Paulo|||
6.01|Barbearia, cabeleireiros, manicuros, pedicuros e congêneres.|5%|Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259, 264, 265; 301; 302 a 312; 313 a 323; 331; art. 357 a 371; 513; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.931/2013; Lei n° 15.928/2013; Decreto nº 54.129/2013; Decreto n° 53.151/2012, art. 146; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008;Lei nº 16.359/2016|||SP|São Paulo|8494|9644|Barbearia, cabeleireiros, manicuros, pedicuros e congêneres.
6.02|Esteticistas, tratamento de pele, depilação e congêneres.|5%|Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259, 264, 265; 301; 302 a 312; 313 a 323; 331; art. 357 a 371; 513; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.931/2013; Lei n° 15.928/2013; Decreto nº 54.129/2013; Decreto n° 53.151/2012, art. 146; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008;Lei nº 16.359/2016|||SP|São Paulo|8516|9644|Esteticistas, tratamento de pele, depilação e congêneres.
6.03|Banhos, duchas, sauna, massagens e congêneres.|5%|Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259, 264, 265; 301; 302 a 312; 313 a 323; 331; art. 357 a 371; 513; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.931/2013; Lei n° 15.928/2013; Decreto nº 54.129/2013; Decreto n° 53.151/2012, art. 146; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008;Lei nº 16.359/2016|||SP|São Paulo|8532|9644|Banhos, duchas, sauna, massagens e congêneres.
6.04|Ginástica, dança, esportes, natação, artes marciais e demais atividades físicas.|2%|Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259, 264, 265; 301; 302 a 312; 313 a 323; 331; art. 357 a 371; 513; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.931/2013; Lei n° 15.928/2013; Decreto nº 54.129/2013; Decreto n° 53.151/2012, art. 146; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008; Lei n° 14.096/2005; Decreto n° 46.996/2006;Lei nº 16.359/2016||De acordo com a Lei nº 14.096/2005, Tabela, seção 2, o município estabelece alíquota de 2% para os serviços de ginástica, dança, esportes, natação e artes marciais, desde que situado na Região Adjacente à Estação da Luz.|SP|São Paulo|5657|9830|Ginástica, dança, esportes, natação, artes marciais e demais atividades físicas.
6.05|Centros de emagrecimento, spa e congêneres.|5%|Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259, 264, 265; 301; 302 a 312; 313 a 323; 331; art. 357 a 371; 513; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.931/2013; Lei n° 15.928/2013; Decreto nº 54.129/2013; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n° 14.863/2008; Lei n° 14.864/2008;Lei nº 16.359/2016|||SP|São Paulo|8567|9644|Centros de emagrecimento, spa e congêneres.
6.06|Aplicação de tatuagens, piercings e congêneres.|5%|Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259, 264, 265; 301; 302 a 312; 313 a 323; 331; art. 357 a 371; 513; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.931/2013; Lei n° 15.928/2013; Decreto nº 54.129/2013; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n° 14.863/2008; Lei n° 14.864/2008;Lei nº 16.359/2016|||SP|São Paulo|8658|9644|Aplicação de tatuagens, piercings e congêneres
7|Serviços relativos a engenharia, arquitetura, geologia, urbanismo, construção civil, manutenção, limpeza, meio ambiente, saneamento e congêneres.|||||SP|São Paulo|||
7.01|Engenharia, agronomia, agrimensura, arquitetura, geologia, urbanismo, paisagismo e congêneres.|5%|Decreto nº 56.302/2015; Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259, 261; 264; 278; 301; 302 a 312; 331, IV, 357 a 371; 512, II; Lei nº 16.127/2015; Lei n° 16.050/2014, art. 179, 185; Decreto nº 56.302/2015; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.928/2013; Lei n° 15.928/2013; Decreto n° 54.129/2013; Decreto n° 53.151/2012, art. 143; Decreto n° 53.151/2012, art. 146; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008; Lei n° 14.096/2005;Lei nº 16.359/2016;Lei nº 16.359/2016|||SP|São Paulo|1520|9946|Engenharia, agronomia, arquitetura, urbanismo e congêneres.
7.01|Engenharia, agronomia, agrimensura, arquitetura, geologia, urbanismo, paisagismo e congêneres.|5%|Decreto nº 56.302/2015; Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259, 261; 264; 278; 301; 302 a 312; 331, IV, 357 a 371; 512, II; Lei nº 16.127/2015; Lei n° 16.050/2014, art. 179, 185; Decreto nº 56.302/2015; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.928/2013; Lei n° 15.928/2013; Decreto n° 54.129/2013; Decreto n° 53.151/2012, art. 143; Decreto n° 53.151/2012, art. 146; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008; Lei n° 14.096/2005;Lei nº 16.359/2016|||SP|São Paulo|1210|9962|Paisagismo.
7.01|Engenharia, agronomia, agrimensura, arquitetura, geologia, urbanismo, paisagismo e congêneres.|5%|Decreto nº 56.302/2015; Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259, 261; 264; 278; 301; 302 a 312; 331, IV, 357 a 371; 512, II; Lei nº 16.127/2015; Lei n° 16.050/2014, art. 179, 185; Decreto nº 56.302/2015; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.928/2013; Lei n° 15.928/2013; Decreto n° 54.129/2013; Decreto n° 53.151/2012, art. 143; Decreto n° 53.151/2012, art. 146; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008; Lei n° 14.096/2005;Lei nº 16.359/2016|Decreto n° 53.151/2012, Anexo único, art. 19 (exc...||SP|São Paulo|1546|9946|Engenharia, agronomia, arquitetura, urbanismo e congêneres (regime especial -sociedade).
7.01|Engenharia, agronomia, agrimensura, arquitetura, geologia, urbanismo, paisagismo e congêneres.|5%|Decreto nº 56.302/2015; Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259, 261; 264; 278; 301; 302 a 312; 331, IV, 357 a 371; 512, II; Lei nº 16.127/2015; Lei n° 16.050/2014, art. 179, 185; Decreto nº 56.302/2015; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.928/2013; Lei n° 15.928/2013; Decreto n° 54.129/2013; Decreto n° 53.151/2012, art. 143; Decreto n° 53.151/2012, art. 146; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008; Lei n° 14.096/2005;Lei nº 16.359/2016|Decreto n° 53.151/2012, Anexo único, art. 19 (exc...||SP|São Paulo|1589|9946|Agrimensura, geologia e congêneres.
7.01|Engenharia, agronomia, agrimensura, arquitetura, geologia, urbanismo, paisagismo e congêneres.|5%|Decreto nº 56.302/2015; Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259, 261; 264; 278; 301; 302 a 312; 331, IV, 357 a 371; 512, II; Lei nº 16.127/2015; Lei n° 16.050/2014, art. 179, 185; Decreto nº 56.302/2015; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.928/2013; Lei n° 15.928/2013; Decreto n° 54.129/2013; Decreto n° 53.151/2012, art. 143; Decreto n° 53.151/2012, art. 146; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008; Lei n° 14.096/2005;Lei nº 16.359/2016|Decreto n° 53.151/2012, Anexo único, art. 19 (exc...||SP|São Paulo|1627|9946|Agrimensura, geologia e congêneres (regime especial-sociedade).
7.02|Execução, por administração, empreitada ou subempreitada, de obras de construção civil, hidráulica ou elétrica e de outras obras semelhantes, inclusive sondagem, perfuração de poços, escavação, drenagem e irrigação, terraplanagem, pavimentação, concretagem e a instalação e montagem de produtos, peças e equipamentos (exceto o fornecimento de mercadorias produzidas pelo prestador de serviços fora do local da prestação dos serviços, que fica sujeito ao ICMS).|5%|Decreto nº 56.302/2015; Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259; 261, 262; 264; 278; 302 a 312; 313 a 323; 331, IV, 357 a 371; 512; Lei nº 16.127/2015; Instrução Normativa SF/SUREM nº 2/2015; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.931/2013; Lei n° 15.928/2013; Lei n° 15.928/2013; Decreto n° 54.129/2013; Decreto n° 53.151/2012, arts. 143 e 144; Decreto n° 53.151/2012, art. 146; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008; Lei n° 14.096/2005; Lei n° 13.701/2003, art. 17;Lei nº 16.359/2016|||SP|São Paulo|1015|9580|Execução, por administração, empreitada ou subempreitada, de obra hidráulica e de outras obras semelhantes, inclusive sondagem,perfuração de poços, escavação, drenagem e irrigação (exceto o fornecimento de mercadorias produzidas pelo prestador de serviços fora do local da prestação dos serviços, que fica sujeito ao ICMS).
7.02|Execução, por administração, empreitada ou subempreitada, de obras de construção civil, hidráulica ou elétrica e de outras obras semelhantes, inclusive sondagem, perfuração de poços, escavação, drenagem e irrigação, terraplanagem, pavimentação, concretagem e a instalação e montagem de produtos, peças e equipamentos (exceto o fornecimento de mercadorias produzidas pelo prestador de serviços fora do local da prestação dos serviços, que fica sujeito ao ICMS).|5%|Decreto nº 56.302/2015; Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259; 261, 262; 264; 278; 302 a 312; 313 a 323; 331, IV, 357 a 371; 512; Lei nº 16.127/2015; Instrução Normativa SF/SUREM nº 2/2015; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.931/2013; Lei n° 15.928/2013; Lei n° 15.928/2013; Decreto n° 54.129/2013; Decreto n° 53.151/2012, arts. 143 e 144; Decreto n° 53.151/2012, art. 146; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008; Lei n° 14.096/2005; Lei n° 13.701/2003, art. 17;Lei nº 16.359/2016|||SP|São Paulo|1023|9571|Execução, por administração, empreitada ou subempreitada, de obras de construção civil, elétrica e de outras obras semelhantes, e respectivos serviços auxiliares ou complementares, inclusive terraplanagem, pavimentação, concretagem e a instalação montagem de produtos, peças e equipamentos que se agreguem ao imóvel (exceto o fornecimento de mercadorias produzidas pelo prestador de serviços fora do local da prestação dos serviços, que fica sujeito ao ICMS).
7.02|Execução, por administração, empreitada ou subempreitada, de obras de construção civil, hidráulica ou elétrica e de outras obras semelhantes, inclusive sondagem, perfuração de poços, escavação, drenagem e irrigação, terraplanagem, pavimentação, concretagem e a instalação e montagem de produtos, peças e equipamentos (exceto o fornecimento de mercadorias produzidas pelo prestador de serviços fora do local da prestação dos serviços, que fica sujeito ao ICMS).|5%|Decreto nº 56.302/2015; Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259; 261, 262; 264; 278; 302 a 312; 313 a 323; 331, IV, 357 a 371; 512; Lei nº 16.127/2015; Instrução Normativa SF/SUREM nº 2/2015; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.931/2013; Lei n° 15.928/2013; Lei n° 15.928/2013; Decreto n° 54.129/2013; Decreto n° 53.151/2012, arts. 143 e 144; Decreto n° 53.151/2012, art. 146; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008; Lei n° 14.096/2005; Lei n° 13.701/2003, art. 17;Lei nº 16.359/2016|||SP|São Paulo|1024|Não localizado na legislação|Execução, por administração, empreitada ou subempreitada, de obras de construção civil, elétrica e de outras obras semelhantes, e respectivos serviços auxiliares ou complementares, inclusive terraplanagem, pavimentação, concretagem e a instalação e montagem de produtos, peças e equipamentos que se agreguem ao imóvel (exceto o fornecimento de mercadorias produzidas pelo prestador de serviços fora do local da prestação dos serviços, que fica sujeito ao ICMS). Exclusivo para o ISS – Habite-se.
